"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"PAGGM564","Male physicians aged 55-64 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2012","2012",1809,,
"PAGGM564","Male physicians aged 55-64 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2013","2013",1868,,
"PAGGM564","Male physicians aged 55-64 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2014","2014",1972,,
"PAGGM564","Male physicians aged 55-64 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2015","2015",2021,,
"PAGGM564","Male physicians aged 55-64 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2016","2016",2074,,
"PAGGM564","Male physicians aged 55-64 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2017","2017",2137,,
"PAGGM564","Male physicians aged 55-64 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2018","2018",2194,,
"PAGGM564","Male physicians aged 55-64 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2019","2019",2196,,
"PAGGM564","Male physicians aged 55-64 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2020","2020",2166,"B","Break"
"PAGGM564","Male physicians aged 55-64 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2021","2021",2167,,
"PAGGM564","Male physicians aged 55-64 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2022","2022",2149,,
"PAGGM65O","Male physicians aged 65-74 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2010","2010",723,,
"PAGGM65O","Male physicians aged 65-74 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2011","2011",800,,
"PAGGM65O","Male physicians aged 65-74 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2012","2012",831,,
"PAGGM65O","Male physicians aged 65-74 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2013","2013",827,,
"PAGGM65O","Male physicians aged 65-74 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2014","2014",834,,
"PAGGM65O","Male physicians aged 65-74 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2015","2015",797,"B","Break"
"PAGGM65O","Male physicians aged 65-74 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2016","2016",854,,
"PAGGM65O","Male physicians aged 65-74 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2017","2017",891,,
"PAGGM65O","Male physicians aged 65-74 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2018","2018",931,,
"PAGGM65O","Male physicians aged 65-74 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2019","2019",998,,
"PAGGM65O","Male physicians aged 65-74 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2020","2020",1028,"B","Break"
"PAGGM65O","Male physicians aged 65-74 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2021","2021",1057,,
"PAGGM65O","Male physicians aged 65-74 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2022","2022",1076,,
"PAGGTOPY","Total physicians","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2010","2010",13398,,
"PAGGTOPY","Total physicians","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2011","2011",14021,,
"PAGGTOPY","Total physicians","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2012","2012",14280,,
"PAGGTOPY","Total physicians","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2013","2013",14596,,
"PAGGTOPY","Total physicians","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2014","2014",14787,,
"PAGGTOPY","Total physicians","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2015","2015",15210,,
"PAGGTOPY","Total physicians","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2016","2016",15764,,
"PAGGTOPY","Total physicians","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2017","2017",16329,,
"PAGGTOPY","Total physicians","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2018","2018",17027,,
"PAGGTOPY","Total physicians","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2019","2019",17698,,
"PAGGTOPY","Total physicians","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2020","2020",17635,"B","Break"
"PAGGTOPY","Total physicians","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2021","2021",18227,,
"PAGGTOPY","Total physicians","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2022","2022",18753,,
"PAGGTU35","Total physicians under 35 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2010","2010",3620,,
"PAGGTU35","Total physicians under 35 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2011","2011",3846,,
"PAGGTU35","Total physicians under 35 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2012","2012",3867,,
"PAGGTU35","Total physicians under 35 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2013","2013",4030,,
"PAGGTU35","Total physicians under 35 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2014","2014",3983,,
"PAGGTU35","Total physicians under 35 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2015","2015",4149,,
"PAGGTU35","Total physicians under 35 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2016","2016",4416,,
"PAGGTU35","Total physicians under 35 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2017","2017",4667,,
"PAGGTU35","Total physicians under 35 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2018","2018",5042,,
"PAGGTU35","Total physicians under 35 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2019","2019",5308,,
"PAGGTU35","Total physicians under 35 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2020","2020",5109,"B","Break"
"PAGGTU35","Total physicians under 35 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2021","2021",5193,,
"PAGGTU35","Total physicians under 35 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2022","2022",5315,,
"PAGGT344","Total physicians aged 35-44 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2010","2010",3201,,
"PAGGT344","Total physicians aged 35-44 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2011","2011",3246,,
"PAGGT344","Total physicians aged 35-44 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2012","2012",3275,,
"PAGGT344","Total physicians aged 35-44 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2013","2013",3286,,
"PAGGT344","Total physicians aged 35-44 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2014","2014",3354,,
"PAGGT344","Total physicians aged 35-44 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2015","2015",3411,,
"PAGGT344","Total physicians aged 35-44 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2016","2016",3502,,
"PAGGT344","Total physicians aged 35-44 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2017","2017",3638,,
"PAGGT344","Total physicians aged 35-44 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2018","2018",3760,,
"PAGGT344","Total physicians aged 35-44 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2019","2019",3934,,
"PAGGT344","Total physicians aged 35-44 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2020","2020",4006,"B","Break"
"PAGGT344","Total physicians aged 35-44 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2021","2021",4284,,
"PAGGT344","Total physicians aged 35-44 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2022","2022",4536,,
"PAGGT454","Total physicians aged 45-54 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2010","2010",3607,,
"PAGGT454","Total physicians aged 45-54 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2011","2011",3681,,
"PAGGT454","Total physicians aged 45-54 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2012","2012",3669,,
"PAGGT454","Total physicians aged 45-54 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2013","2013",3686,,
"PAGGT454","Total physicians aged 45-54 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2014","2014",3596,,
"PAGGT454","Total physicians aged 45-54 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2015","2015",3550,,
"PAGGT454","Total physicians aged 45-54 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2016","2016",3518,,
"PAGGT454","Total physicians aged 45-54 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2017","2017",3513,,
"PAGGT454","Total physicians aged 45-54 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2018","2018",3496,,
"PAGGT454","Total physicians aged 45-54 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2019","2019",3546,,
"PAGGT454","Total physicians aged 45-54 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2020","2020",3590,"B","Break"
"PAGGT454","Total physicians aged 45-54 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2021","2021",3665,,
"PAGGT454","Total physicians aged 45-54 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2022","2022",3735,,
"PAGGT564","Total physicians aged 55-64 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2010","2010",2149,,
"PAGGT564","Total physicians aged 55-64 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2011","2011",2333,,
"PAGGT564","Total physicians aged 55-64 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2012","2012",2516,,
"PAGGT564","Total physicians aged 55-64 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2013","2013",2643,,
"PAGGT564","Total physicians aged 55-64 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2014","2014",2864,,
"PAGGT564","Total physicians aged 55-64 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2015","2015",3014,,
"PAGGT564","Total physicians aged 55-64 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2016","2016",3164,,
"PAGGT564","Total physicians aged 55-64 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2017","2017",3276,,
"PAGGT564","Total physicians aged 55-64 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2018","2018",3397,,
"PAGGT564","Total physicians aged 55-64 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2019","2019",3477,,
"PAGGT564","Total physicians aged 55-64 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2020","2020",3453,"B","Break"
"PAGGT564","Total physicians aged 55-64 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2021","2021",3498,,
"PAGGT564","Total physicians aged 55-64 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2022","2022",3536,,
"PAGGT65O","Total physicians aged 65-74 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2010","2010",821,,
"PAGGT65O","Total physicians aged 65-74 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2011","2011",915,,
"PAGGT65O","Total physicians aged 65-74 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2012","2012",953,,
"PAGGT65O","Total physicians aged 65-74 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2013","2013",951,,
"PAGGT65O","Total physicians aged 65-74 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2014","2014",990,,
"PAGGT65O","Total physicians aged 65-74 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2015","2015",963,"B","Break"
"PAGGT65O","Total physicians aged 65-74 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2016","2016",1041,,
"PAGGT65O","Total physicians aged 65-74 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2017","2017",1098,,
"PAGGT65O","Total physicians aged 65-74 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2018","2018",1182,,
"PAGGT65O","Total physicians aged 65-74 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2019","2019",1273,,
"PAGGT65O","Total physicians aged 65-74 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2020","2020",1312,"B","Break"
"PAGGT65O","Total physicians aged 65-74 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2021","2021",1405,,
"PAGGT65O","Total physicians aged 65-74 years old","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2022","2022",1446,,
"PAGGFEMM","Total female physicians","PERSMYNB","Number of persons (head counts)","NOR","Norway","2010","2010",8505,,
"PAGGFEMM","Total female physicians","PERSMYNB","Number of persons (head counts)","NOR","Norway","2011","2011",8936,,
"PAGGFEMM","Total female physicians","PERSMYNB","Number of persons (head counts)","NOR","Norway","2012","2012",9333,,
"PAGGFEMM","Total female physicians","PERSMYNB","Number of persons (head counts)","NOR","Norway","2013","2013",9804,,
"PAGGFEMM","Total female physicians","PERSMYNB","Number of persons (head counts)","NOR","Norway","2014","2014",10456,,
"PAGGFEMM","Total female physicians","PERSMYNB","Number of persons (head counts)","NOR","Norway","2015","2015",10970,"B","Break"
"PAGGFEMM","Total female physicians","PERSMYNB","Number of persons (head counts)","NOR","Norway","2016","2016",11582,,
"PAGGFEMM","Total female physicians","PERSMYNB","Number of persons (head counts)","NOR","Norway","2017","2017",12228,,
"PAGGFEMM","Total female physicians","PERSMYNB","Number of persons (head counts)","NOR","Norway","2018","2018",12884,,
"PAGGFEMM","Total female physicians","PERSMYNB","Number of persons (head counts)","NOR","Norway","2019","2019",13417,,
"PAGGFEMM","Total female physicians","PERSMYNB","Number of persons (head counts)","NOR","Norway","2020","2020",14156,,
"PAGGFEMM","Total female physicians","PERSMYNB","Number of persons (head counts)","NOR","Norway","2021","2021",14634,,
"PAGGFU35","Female physicians under 35 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2010","2010",2984,,
"PAGGFU35","Female physicians under 35 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2011","2011",3110,,
"PAGGFU35","Female physicians under 35 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2012","2012",3248,,
"PAGGFU35","Female physicians under 35 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2013","2013",3390,,
"PAGGFU35","Female physicians under 35 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2014","2014",3557,,
"PAGGFU35","Female physicians under 35 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2015","2015",3623,"B","Break"
"PAGGFU35","Female physicians under 35 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2016","2016",3763,,
"PAGGFU35","Female physicians under 35 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2017","2017",3942,,
"PAGGFU35","Female physicians under 35 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2018","2018",4087,,
"PAGGFU35","Female physicians under 35 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2019","2019",4168,,
"PAGGFU35","Female physicians under 35 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2020","2020",4380,,
"PAGGFU35","Female physicians under 35 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2021","2021",4419,,
"PAGGF344","Female physicians aged 35-44 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2010","2010",2588,,
"PAGGF344","Female physicians aged 35-44 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2011","2011",2774,,
"PAGGF344","Female physicians aged 35-44 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2012","2012",2909,,
"PAGGF344","Female physicians aged 35-44 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2013","2013",3074,,
"PAGGF344","Female physicians aged 35-44 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2014","2014",3357,,
"PAGGF344","Female physicians aged 35-44 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2015","2015",3668,"B","Break"
"PAGGF344","Female physicians aged 35-44 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2016","2016",3892,,
"PAGGF344","Female physicians aged 35-44 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2017","2017",4120,,
"PAGGF344","Female physicians aged 35-44 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2018","2018",4359,,
"PAGGF344","Female physicians aged 35-44 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2019","2019",4545,,
"PAGGF344","Female physicians aged 35-44 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2020","2020",4774,,
"PAGGF344","Female physicians aged 35-44 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2021","2021",4947,,
"PAGGF454","Female physicians aged 45-54 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2010","2010",1832,,
"PAGGF454","Female physicians aged 45-54 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2011","2011",1850,,
"PAGGF454","Female physicians aged 45-54 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2012","2012",1895,,
"PAGGF454","Female physicians aged 45-54 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2013","2013",1934,,
"PAGGF454","Female physicians aged 45-54 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2014","2014",2036,,
"PAGGF454","Female physicians aged 45-54 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2015","2015",2098,"B","Break"
"PAGGF454","Female physicians aged 45-54 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2016","2016",2222,,
"PAGGF454","Female physicians aged 45-54 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2017","2017",2320,,
"PAGGF454","Female physicians aged 45-54 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2018","2018",2469,,
"PAGGF454","Female physicians aged 45-54 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2019","2019",2637,,
"PAGGF454","Female physicians aged 45-54 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2020","2020",2806,,
"PAGGF454","Female physicians aged 45-54 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2021","2021",2950,,
"PAGGF564","Female physicians aged 55-64 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2010","2010",886,,
"PAGGF564","Female physicians aged 55-64 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2011","2011",975,,
"PAGGF564","Female physicians aged 55-64 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2012","2012",1029,,
"PAGGF564","Female physicians aged 55-64 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2013","2013",1129,,
"PAGGF564","Female physicians aged 55-64 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2014","2014",1196,,
"PAGGF564","Female physicians aged 55-64 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2015","2015",1275,"B","Break"
"PAGGF564","Female physicians aged 55-64 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2016","2016",1376,,
"PAGGF564","Female physicians aged 55-64 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2017","2017",1494,,
"PAGGF564","Female physicians aged 55-64 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2018","2018",1570,,
"PAGGF564","Female physicians aged 55-64 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2019","2019",1625,,
"PAGGF564","Female physicians aged 55-64 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2020","2020",1713,,
"PAGGF564","Female physicians aged 55-64 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2021","2021",1776,,
"PAGGF65O","Female physicians aged 65-74 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2010","2010",215,,
"PAGGF65O","Female physicians aged 65-74 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2011","2011",227,,
"PAGGF65O","Female physicians aged 65-74 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2012","2012",252,,
"PAGGF65O","Female physicians aged 65-74 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2013","2013",277,,
"PAGGF65O","Female physicians aged 65-74 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2014","2014",310,,
"PAGGF65O","Female physicians aged 65-74 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2015","2015",306,"B","Break"
"PAGGF65O","Female physicians aged 65-74 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2016","2016",329,,
"PAGGF65O","Female physicians aged 65-74 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2017","2017",352,,
"PAGGF65O","Female physicians aged 65-74 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2018","2018",399,,
"PAGGF65O","Female physicians aged 65-74 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2019","2019",442,,
"PAGGF65O","Female physicians aged 65-74 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2020","2020",483,,
"PAGGF65O","Female physicians aged 65-74 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2021","2021",542,,
"PAGGHOMM","Total male physicians","PERSMYNB","Number of persons (head counts)","NOR","Norway","2010","2010",11609,,
"PAGGHOMM","Total male physicians","PERSMYNB","Number of persons (head counts)","NOR","Norway","2011","2011",11808,,
"PAGGHOMM","Total male physicians","PERSMYNB","Number of persons (head counts)","NOR","Norway","2012","2012",11905,,
"PAGGHOMM","Total male physicians","PERSMYNB","Number of persons (head counts)","NOR","Norway","2013","2013",12070,,
"PAGGHOMM","Total male physicians","PERSMYNB","Number of persons (head counts)","NOR","Norway","2014","2014",12298,,
"PAGGHOMM","Total male physicians","PERSMYNB","Number of persons (head counts)","NOR","Norway","2015","2015",12134,"B","Break"
"PAGGHOMM","Total male physicians","PERSMYNB","Number of persons (head counts)","NOR","Norway","2016","2016",12404,,
"PAGGHOMM","Total male physicians","PERSMYNB","Number of persons (head counts)","NOR","Norway","2017","2017",12758,,
"PAGGHOMM","Total male physicians","PERSMYNB","Number of persons (head counts)","NOR","Norway","2018","2018",12920,,
"PAGGHOMM","Total male physicians","PERSMYNB","Number of persons (head counts)","NOR","Norway","2019","2019",13155,,
"PAGGHOMM","Total male physicians","PERSMYNB","Number of persons (head counts)","NOR","Norway","2020","2020",13205,,
"PAGGHOMM","Total male physicians","PERSMYNB","Number of persons (head counts)","NOR","Norway","2021","2021",13291,,
"PAGGMU35","Male physicians under 35 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2010","2010",2089,,
"PAGGMU35","Male physicians under 35 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2011","2011",2166,,
"PAGGMU35","Male physicians under 35 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2012","2012",2267,,
"PAGGMU35","Male physicians under 35 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2013","2013",2363,,
"PAGGMU35","Male physicians under 35 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2014","2014",2355,,
"PAGGMU35","Male physicians under 35 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2015","2015",2365,"B","Break"
"PAGGMU35","Male physicians under 35 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2016","2016",2464,,
"PAGGMU35","Male physicians under 35 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2017","2017",2562,,
"PAGGMU35","Male physicians under 35 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2018","2018",2599,,
"PAGGMU35","Male physicians under 35 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2019","2019",2595,,
"PAGGMU35","Male physicians under 35 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2020","2020",2590,,
"PAGGMU35","Male physicians under 35 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2021","2021",2522,,
"PAGGM344","Male physicians aged 35-44 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2010","2010",2686,,
"PAGGM344","Male physicians aged 35-44 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2011","2011",2799,,
"PAGGM344","Male physicians aged 35-44 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2012","2012",2850,,
"PAGGM344","Male physicians aged 35-44 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2013","2013",2890,,
"PAGGM344","Male physicians aged 35-44 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2014","2014",3043,,
"PAGGM344","Male physicians aged 35-44 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2015","2015",3126,"B","Break"
"PAGGM344","Male physicians aged 35-44 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2016","2016",3258,,
"PAGGM344","Male physicians aged 35-44 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2017","2017",3295,,
"PAGGM344","Male physicians aged 35-44 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2018","2018",3335,,
"PAGGM344","Male physicians aged 35-44 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2019","2019",3427,,
"PAGGM344","Male physicians aged 35-44 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2020","2020",3529,,
"PAGGM344","Male physicians aged 35-44 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2021","2021",3595,,
"PAGGM454","Male physicians aged 45-54 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2010","2010",2556,,
"PAGGM454","Male physicians aged 45-54 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2011","2011",2456,,
"PAGGM454","Male physicians aged 45-54 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2012","2012",2351,,
"PAGGM454","Male physicians aged 45-54 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2013","2013",2368,,
"PAGGM454","Male physicians aged 45-54 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2014","2014",2416,,
"PAGGM454","Male physicians aged 45-54 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2015","2015",2338,"B","Break"
"PAGGM454","Male physicians aged 45-54 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2016","2016",2322,,
"PAGGM454","Male physicians aged 45-54 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2017","2017",2431,,
"PAGGM454","Male physicians aged 45-54 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2018","2018",2536,,
"PAGGM454","Male physicians aged 45-54 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2019","2019",2663,,
"PAGGM454","Male physicians aged 45-54 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2020","2020",2738,,
"PAGGM454","Male physicians aged 45-54 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2021","2021",2855,,
"PAGGM564","Male physicians aged 55-64 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2010","2010",3050,,
"PAGGM564","Male physicians aged 55-64 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2011","2011",3035,,
"PAGGM564","Male physicians aged 55-64 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2012","2012",3027,,
"PAGGM564","Male physicians aged 55-64 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2013","2013",2941,,
"PAGGM564","Male physicians aged 55-64 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2014","2014",2899,,
"PAGGM564","Male physicians aged 55-64 years old","PERSMYNB","Number of persons (head counts)","NOR","Norway","2015","2015",2741,"B","Break"
