Anno;Codice Regione;Descrizione Regione;Codice Azienda;Tipo Azienda;Codice struttura;Denominazione struttura;Indirizzo;Codice Comune;Comune;Sigla provincia;Codice tipo struttura;Descrizione tipo struttura;Tipo di Disciplina;Posti letto degenza ordinaria;Posti letto degenza a pagamento;Posti letto Day Hospital;Posti letto Day Surgery;Totale posti letto
2020;030;LOMBARDIA;327;1;030217;CASA DI CURA ANCELLE DELLA CARITA'-CR   ;VIA ASELLI, 14                          ;019036;CREMONA                                 ;CR;5.1;Casa di cura privata accreditata;RIABILITAZIONE;46;0;0;0;46
2020;030;LOMBARDIA;327;1;030218;CASA DI CURA S. CAMILLO - CREMONA       ;VIA MANTOVA, 113                        ;019036;CREMONA                                 ;CR;5.1;Casa di cura privata accreditata;ACUTI;56;0;2;13;71
2020;030;LOMBARDIA;327;1;030218;CASA DI CURA S. CAMILLO - CREMONA       ;VIA MANTOVA, 113                        ;019036;CREMONA                                 ;CR;5.1;Casa di cura privata accreditata;LUNGODEGENZA;6;0;0;0;6
2020;030;LOMBARDIA;327;1;030218;CASA DI CURA S. CAMILLO - CREMONA       ;VIA MANTOVA, 113                        ;019036;CREMONA                                 ;CR;5.1;Casa di cura privata accreditata;RIABILITAZIONE;16;0;0;0;16
2020;030;LOMBARDIA;327;1;030219;CASA DI CURA FIGLIE DI S.CAMILLO-CR;VIA F. FILZI 56;019036;CREMONA                                 ;CR;5.1;Casa di cura privata accreditata;ACUTI;72;0;1;7;80
2020;030;LOMBARDIA;327;1;030219;CASA DI CURA FIGLIE DI S.CAMILLO-CR;VIA F. FILZI 56;019036;CREMONA                                 ;CR;5.1;Casa di cura privata accreditata;LUNGODEGENZA;6;0;0;0;6
2020;030;LOMBARDIA;327;1;030219;CASA DI CURA FIGLIE DI S.CAMILLO-CR;VIA F. FILZI 56;019036;CREMONA                                 ;CR;5.1;Casa di cura privata accreditata;RIABILITAZIONE;35;0;0;1;36
2020;030;LOMBARDIA;327;1;030259;CASA DI CURA S. CLEMENTE - MANTOVA      ;V.LE POMPILIO 65                        ;020030;MANTOVA                                 ;MN;5.1;Casa di cura privata accreditata;ACUTI;62;0;0;3;65
2020;030;LOMBARDIA;327;1;030259;CASA DI CURA S. CLEMENTE - MANTOVA      ;V.LE POMPILIO 65                        ;020030;MANTOVA                                 ;MN;5.1;Casa di cura privata accreditata;LUNGODEGENZA;5;0;0;0;5
2020;030;LOMBARDIA;327;1;030259;CASA DI CURA S. CLEMENTE - MANTOVA      ;V.LE POMPILIO 65                        ;020030;MANTOVA                                 ;MN;5.1;Casa di cura privata accreditata;RIABILITAZIONE;20;0;1;0;21
2020;030;LOMBARDIA;327;1;030353;OSPEDALE CIVILE DI VOLTA MANTOVANA      ;VIA TONELLO, 5                          ;020070;VOLTA MANTOVANA                         ;MN;5.1;Casa di cura privata accreditata;ACUTI;0;0;0;5;5
2020;030;LOMBARDIA;327;1;030353;OSPEDALE CIVILE DI VOLTA MANTOVANA      ;VIA TONELLO, 5                          ;020070;VOLTA MANTOVANA                         ;MN;5.1;Casa di cura privata accreditata;LUNGODEGENZA;19;0;0;0;19
2020;030;LOMBARDIA;327;1;030353;OSPEDALE CIVILE DI VOLTA MANTOVANA      ;VIA TONELLO, 5                          ;020070;VOLTA MANTOVANA                         ;MN;5.1;Casa di cura privata accreditata;RIABILITAZIONE;40;0;2;0;42
2020;030;LOMBARDIA;327;1;030355;OSPEDALE DI SUZZARA S.P.A.;VIA G. CANTORE, 14/B;020065;SUZZARA                                 ;MN;5.1;Casa di cura privata accreditata;ACUTI;70;0;0;4;74
2020;030;LOMBARDIA;327;1;030355;OSPEDALE DI SUZZARA S.P.A.;VIA G. CANTORE, 14/B;020065;SUZZARA                                 ;MN;5.1;Casa di cura privata accreditata;RIABILITAZIONE;20;0;0;0;20
2020;030;LOMBARDIA;327;1;030357;OSP. SAN PELLEGRINO - CASTIGLIONE D/S   ;VIA GARIBALDI, 65                       ;020017;CASTIGLIONE DELLE STIVIERE              ;MN;5.1;Casa di cura privata accreditata;ACUTI;87;0;5;3;95
2020;030;LOMBARDIA;328;1;030197;CASA DI CURA VILLA ESPERIA              ;V.LE DEI SALICI, 35                     ;018073;GODIASCO                                ;PV;5.1;Casa di cura privata accreditata;RIABILITAZIONE;96;0;5;0;101
2020;030;LOMBARDIA;328;1;030198;ISTITUTO CLINICO BEATO MATTEO           ;C.SO PAVIA 84                           ;018177;VIGEVANO                                ;PV;5.1;Casa di cura privata accreditata;ACUTI;119;0;6;7;132
2020;030;LOMBARDIA;328;1;030198;ISTITUTO CLINICO BEATO MATTEO           ;C.SO PAVIA 84                           ;018177;VIGEVANO                                ;PV;5.1;Casa di cura privata accreditata;RIABILITAZIONE;34;0;0;0;34
2020;030;LOMBARDIA;328;1;030201;CASA DI CURA CITTADELLA SOCIALE         ;VIA AVANZA 8                            ;018113;PIEVE DEL CAIRO                         ;PV;5.1;Casa di cura privata accreditata;ACUTI;10;0;0;6;16
2020;030;LOMBARDIA;328;1;030201;CASA DI CURA CITTADELLA SOCIALE         ;VIA AVANZA 8                            ;018113;PIEVE DEL CAIRO                         ;PV;5.1;Casa di cura privata accreditata;RIABILITAZIONE;20;0;0;0;20
2020;030;LOMBARDIA;328;1;030202;IST.DI CURA CITTA'DI PAVIA              ;VIALE PARCO VECCHIO  27                 ;018110;PAVIA                                   ;PV;5.1;Casa di cura privata accreditata;ACUTI;78;0;1;8;87
2020;030;LOMBARDIA;328;1;030202;IST.DI CURA CITTA'DI PAVIA              ;VIALE PARCO VECCHIO  27                 ;018110;PAVIA                                   ;PV;5.1;Casa di cura privata accreditata;RIABILITAZIONE;38;0;0;0;38
2020;030;LOMBARDIA;701;2;030913;OSPEDALE CA' GRANDA-NIGUARDA - MILANO   ;PIAZZA OSPEDALE MAGGIORE 3              ;015146;MILANO                                  ;MI;1;Ospedale a gestione diretta;ACUTI;916;0;25;40;981
2020;030;LOMBARDIA;701;2;030913;OSPEDALE CA' GRANDA-NIGUARDA - MILANO   ;PIAZZA OSPEDALE MAGGIORE 3              ;015146;MILANO                                  ;MI;1;Ospedale a gestione diretta;LUNGODEGENZA;8;0;0;0;8
2020;030;LOMBARDIA;701;2;030913;OSPEDALE CA' GRANDA-NIGUARDA - MILANO   ;PIAZZA OSPEDALE MAGGIORE 3              ;015146;MILANO                                  ;MI;1;Ospedale a gestione diretta;RIABILITAZIONE;44;0;0;0;44
2020;030;LOMBARDIA;702;2;030914;OSPEDALE S. PAOLO - MILANO              ;VIA A. DI RUDINI', 8                    ;015146;MILANO                                  ;MI;1;Ospedale a gestione diretta;ACUTI;416;0;27;27;470
2020;030;LOMBARDIA;702;2;030914;OSPEDALE S. PAOLO - MILANO              ;VIA A. DI RUDINI', 8                    ;015146;MILANO                                  ;MI;1;Ospedale a gestione diretta;RIABILITAZIONE;10;0;0;0;10
2020;030;LOMBARDIA;702;2;030915;OSPEDALE S. CARLO BORROMEO - MILANO     ;VIA PIO II 3                            ;015146;MILANO                                  ;MI;1;Ospedale a gestione diretta;ACUTI;478;0;9;10;497
2020;030;LOMBARDIA;702;2;030915;OSPEDALE S. CARLO BORROMEO - MILANO     ;VIA PIO II 3                            ;015146;MILANO                                  ;MI;1;Ospedale a gestione diretta;RIABILITAZIONE;41;0;1;0;42
2020;030;LOMBARDIA;703;2;030056;PRESIDIO OSPED. V. BUZZI - MILANO       ;VIA CASTELVETRO 32                      ;015146;MILANO                                  ;MI;1;Ospedale a gestione diretta;ACUTI;153;9;3;15;180
2020;030;LOMBARDIA;703;2;030057;OSPEDALE M. MELLONI - MILANO            ;VIA MACEDONIO MELLONI 52                ;015146;MILANO                                  ;MI;1;Ospedale a gestione diretta;ACUTI;90;0;7;5;102
2020;030;LOMBARDIA;703;2;030910;OSPEDALE FATEBENEFRATELLI E OFTALMICO - ;PIAZZA PRINCIPESSA CLOTILDE, 3          ;015146;MILANO                                  ;MI;1;Ospedale a gestione diretta;ACUTI;290;0;9;6;305
2020;030;LOMBARDIA;703;2;030910;OSPEDALE FATEBENEFRATELLI E OFTALMICO - ;PIAZZA PRINCIPESSA CLOTILDE, 3          ;015146;MILANO                                  ;MI;1;Ospedale a gestione diretta;RIABILITAZIONE;16;0;3;0;19
2020;030;LOMBARDIA;703;2;030916;OSPEDALE L. SACCO - MILANO              ;VIA GIOVAN BATTISTA GRASSI 74           ;015146;MILANO                                  ;MI;1;Ospedale a gestione diretta;ACUTI;426;0;20;11;457
2020;030;LOMBARDIA;703;2;030916;OSPEDALE L. SACCO - MILANO              ;VIA GIOVAN BATTISTA GRASSI 74           ;015146;MILANO                                  ;MI;1;Ospedale a gestione diretta;RIABILITAZIONE;14;0;0;0;14
2020;030;LOMBARDIA;704;2;030911;ISTITUTO ORTOPEDICO GAETANO PINI - MILAN;PIAZZA A. CARDINAL FERRARI, 1           ;015146;MILANO                                  ;MI;1;Ospedale a gestione diretta;ACUTI;179;12;6;8;205
2020;030;LOMBARDIA;704;2;030911;ISTITUTO ORTOPEDICO GAETANO PINI - MILAN;PIAZZA A. CARDINAL FERRARI, 1           ;015146;MILANO                                  ;MI;1;Ospedale a gestione diretta;RIABILITAZIONE;120;0;0;0;120
2020;030;LOMBARDIA;704;2;030912;P.O. CENTRO TRAUMATOLOGICO ORTOPEDICO -;VIA BIGNAMI, 1;015146;MILANO                                  ;MI;1;Ospedale a gestione diretta;ACUTI;74;0;4;9;87
2020;030;LOMBARDIA;704;2;030912;P.O. CENTRO TRAUMATOLOGICO ORTOPEDICO -;VIA BIGNAMI, 1;015146;MILANO                                  ;MI;1;Ospedale a gestione diretta;RIABILITAZIONE;68;0;0;0;68
2020;030;LOMBARDIA;705;2;030074;OSPEDALE DI MAGENTA - ABBIATEGRASSO     ;VIA AL DONATORE DI SANGUE   N.50        ;015130;MAGENTA                                 ;MI;1;Ospedale a gestione diretta;ACUTI;416;0;13;16;445
2020;030;LOMBARDIA;705;2;030074;OSPEDALE DI MAGENTA - ABBIATEGRASSO     ;VIA AL DONATORE DI SANGUE   N.50        ;015130;MAGENTA                                 ;MI;1;Ospedale a gestione diretta;RIABILITAZIONE;20;0;0;0;20
2020;030;LOMBARDIA;705;2;030281;OSPEDALE DI LEGNANO E CUGGIONO-LEGNANO  ;VIA PAPA GIOVANNI PAOLO II              ;015118;LEGNANO                                 ;MI;1;Ospedale a gestione diretta;ACUTI;507;0;4;23;534
2020;030;LOMBARDIA;705;2;030281;OSPEDALE DI LEGNANO E CUGGIONO-LEGNANO  ;VIA PAPA GIOVANNI PAOLO II              ;015118;LEGNANO                                 ;MI;1;Ospedale a gestione diretta;RIABILITAZIONE;20;0;0;0;20
2020;030;LOMBARDIA;706;2;030066;OSPEDALE G.SALVINI-GARBAGNATE MIL.SE    ;VIALE FORLANINI 95                      ;015105;GARBAGNATE MILANESE                     ;MI;1;Ospedale a gestione diretta;ACUTI;325;0;6;15;346
2020;030;LOMBARDIA;706;2;030066;OSPEDALE G.SALVINI-GARBAGNATE MIL.SE    ;VIALE FORLANINI 95                      ;015105;GARBAGNATE MILANESE                     ;MI;1;Ospedale a gestione diretta;LUNGODEGENZA;12;0;0;0;12
2020;030;LOMBARDIA;706;2;030066;OSPEDALE G.SALVINI-GARBAGNATE MIL.SE    ;VIALE FORLANINI 95                      ;015105;GARBAGNATE MILANESE                     ;MI;1;Ospedale a gestione diretta;RIABILITAZIONE;40;0;0;0;40
2020;030;LOMBARDIA;706;2;030073;OSPEDALE DI CIRCOLO - RHO               ;CORSO EUROPA N. 250                     ;015182;RHO                                     ;MI;1;Ospedale a gestione diretta;ACUTI;229;0;5;12;246
2020;030;LOMBARDIA;706;2;030283;OSPEDALE G.CASATI-PASSIRANA RHO         ;VIA SETTEMBRINI 1                       ;015182;RHO                                     ;MI;1;Ospedale a gestione diretta;ACUTI;40;0;1;0;41
2020;030;LOMBARDIA;706;2;030283;OSPEDALE G.CASATI-PASSIRANA RHO         ;VIA SETTEMBRINI 1                       ;015182;RHO                                     ;MI;1;Ospedale a gestione diretta;LUNGODEGENZA;14;0;0;0;14
2020;030;LOMBARDIA;706;2;030283;OSPEDALE G.CASATI-PASSIRANA RHO         ;VIA SETTEMBRINI 1                       ;015182;RHO                                     ;MI;1;Ospedale a gestione diretta;RIABILITAZIONE;36;0;0;0;36
2020;030;LOMBARDIA;707;2;030051;P.O.  CITTA' DI SESTO S. GIOVANNI       ;VIALE MATTEOTTI 83                      ;015209;SESTO SAN GIOVANNI                      ;MI;1;Ospedale a gestione diretta;ACUTI;133;0;4;6;143
2020;030;LOMBARDIA;707;2;030058;OSPEDALE BASSINI - CINISELLO BALSAMO    ;VIA GORKI 50                            ;015077;CINISELLO BALSAMO                       ;MI;1;Ospedale a gestione diretta;ACUTI;210;0;4;9;223
2020;030;LOMBARDIA;707;2;030058;OSPEDALE BASSINI - CINISELLO BALSAMO    ;VIA GORKI 50                            ;015077;CINISELLO BALSAMO                       ;MI;1;Ospedale a gestione diretta;RIABILITAZIONE;23;0;1;0;24
2020;030;LOMBARDIA;708;2;030071;OSPEDALE S. MARIA DELLE STELLE MELZO    ;VIA VOLONTARI DEL SANGUE, 5             ;015142;MELZO                                   ;MI;1;Ospedale a gestione diretta;ACUTI;138;0;2;8;148
2020;030;LOMBARDIA;708;2;030072;OSPEDALE DI  VIZZOLO PREDABISSI         ;VIA PANDINA 1                           ;015244;VIZZOLO PREDABISSI                      ;MI;1;Ospedale a gestione diretta;ACUTI;274;0;5;9;288
2020;030;LOMBARDIA;708;2;030072;OSPEDALE DI  VIZZOLO PREDABISSI         ;VIA PANDINA 1                           ;015244;VIZZOLO PREDABISSI                      ;MI;1;Ospedale a gestione diretta;RIABILITAZIONE;46;0;0;0;46
2020;030;LOMBARDIA;708;2;030085;OSPEDALE UBOLDO - CERNUSCO S/NAVIGLIO   ;VIA UBOLDO 21                           ;015070;CERNUSCO SUL NAVIGLIO                   ;MI;1;Ospedale a gestione diretta;ACUTI;155;0;7;20;182
2020;030;LOMBARDIA;709;2;030067;OSPEDALE MAGGIORE DI LODI               ;VIALE SAVOIA,1                          ;098031;LODI                                    ;LO;1;Ospedale a gestione diretta;ACUTI;289;0;6;12;307
2020;030;LOMBARDIA;709;2;030079;OSPEDALE CIVICO - CODOGNO               ;VIALE MARCONI 1                         ;098019;CODOGNO                                 ;LO;1;Ospedale a gestione diretta;ACUTI;87;0;1;3;91
2020;030;LOMBARDIA;709;2;030079;OSPEDALE CIVICO - CODOGNO               ;VIALE MARCONI 1                         ;098019;CODOGNO                                 ;LO;1;Ospedale a gestione diretta;RIABILITAZIONE;14;0;0;0;14
2020;030;LOMBARDIA;709;2;030080;OSPEDALE ROSSI - CASALPUSTERLENGO       ;VIA FLEMING 1                           ;098010;CASALPUSTERLENGO                        ;LO;1;Ospedale a gestione diretta;ACUTI;17;0;0;0;17
2020;030;LOMBARDIA;709;2;030080;OSPEDALE ROSSI - CASALPUSTERLENGO       ;VIA FLEMING 1                           ;098010;CASALPUSTERLENGO                        ;LO;1;Ospedale a gestione diretta;LUNGODEGENZA;20;0;0;0;20
2020;030;LOMBARDIA;709;2;030080;OSPEDALE ROSSI - CASALPUSTERLENGO       ;VIA FLEMING 1                           ;098010;CASALPUSTERLENGO                        ;LO;1;Ospedale a gestione diretta;RIABILITAZIONE;15;0;0;0;15
2020;030;LOMBARDIA;709;2;030083;OSPEDALE DELMATI - SANT'ANGELO LODIGIANO;STRADA PROVINCIALE 19                   ;098050;SANT'ANGELO LODIGIANO                   ;LO;1;Ospedale a gestione diretta;ACUTI;32;0;2;0;34
2020;030;LOMBARDIA;709;2;030083;OSPEDALE DELMATI - SANT'ANGELO LODIGIANO;STRADA PROVINCIALE 19                   ;098050;SANT'ANGELO LODIGIANO                   ;LO;1;Ospedale a gestione diretta;LUNGODEGENZA;20;0;0;0;20
2020;030;LOMBARDIA;709;2;030083;OSPEDALE DELMATI - SANT'ANGELO LODIGIANO;STRADA PROVINCIALE 19                   ;098050;SANT'ANGELO LODIGIANO                   ;LO;1;Ospedale a gestione diretta;RIABILITAZIONE;26;0;0;0;26
2020;030;LOMBARDIA;710;2;030010;OSPEDALE GALMARINI - TRADATE            ;PIAZZA ANGELO ZANABONI                  ;012127;TRADATE                                 ;VA;1;Ospedale a gestione diretta;ACUTI;124;0;2;10;136
2020;030;LOMBARDIA;710;2;030010;OSPEDALE GALMARINI - TRADATE            ;PIAZZA ANGELO ZANABONI                  ;012127;TRADATE                                 ;VA;1;Ospedale a gestione diretta;RIABILITAZIONE;7;0;0;0;7
2020;030;LOMBARDIA;710;2;030012;OSPEDALE CARLO ONDOLI - ANGERA          ;VIA BORDINI 9                           ;012003;ANGERA                                  ;VA;1;Ospedale a gestione diretta;ACUTI;57;0;9;0;66
2020;030;LOMBARDIA;710;2;030282;PRESIDIO OSPEDALIERO DEL VERBANO        ;VIA LUVINI 1                            ;012051;CITTIGLIO                               ;VA;1;Ospedale a gestione diretta;ACUTI;136;0;7;10;153
2020;030;LOMBARDIA;710;2;030282;PRESIDIO OSPEDALIERO DEL VERBANO        ;VIA LUVINI 1                            ;012051;CITTIGLIO                               ;VA;1;Ospedale a gestione diretta;RIABILITAZIONE;16;0;0;0;16
2020;030;LOMBARDIA;710;2;030901;PRESIDIO OSPEDALIERO DI VARESE          ;VIALE LUIGI BORRI 57                    ;012133;VARESE                                  ;VA;1;Ospedale a gestione diretta;ACUTI;700;0;23;48;771
2020;030;LOMBARDIA;710;2;030901;PRESIDIO OSPEDALIERO DI VARESE          ;VIALE LUIGI BORRI 57                    ;012133;VARESE                                  ;VA;1;Ospedale a gestione diretta;RIABILITAZIONE;32;0;0;0;32
2020;030;LOMBARDIA;711;2;030004;OSPEDALE DI CIRCOLO - BUSTO ARSIZIO     ;VIA ARNALDO DA BRESCIA,1                ;012026;BUSTO ARSIZIO                           ;VA;1;Ospedale a gestione diretta;ACUTI;357;3;5;11;376
2020;030;LOMBARDIA;711;2;030004;OSPEDALE DI CIRCOLO - BUSTO ARSIZIO     ;VIA ARNALDO DA BRESCIA,1                ;012026;BUSTO ARSIZIO                           ;VA;1;Ospedale a gestione diretta;RIABILITAZIONE;20;0;0;0;20
2020;030;LOMBARDIA;711;2;030006;OSP. S. ANTONIO ABATE - GALLARATE       ;VIA PASTORI 4                           ;012070;GALLARATE                               ;VA;1;Ospedale a gestione diretta;ACUTI;271;4;10;15;300
2020;030;LOMBARDIA;711;2;030006;OSP. S. ANTONIO ABATE - GALLARATE       ;VIA PASTORI 4                           ;012070;GALLARATE                               ;VA;1;Ospedale a gestione diretta;LUNGODEGENZA;4;0;0;0;4
2020;030;LOMBARDIA;711;2;030006;OSP. S. ANTONIO ABATE - GALLARATE       ;VIA PASTORI 4                           ;012070;GALLARATE                               ;VA;1;Ospedale a gestione diretta;RIABILITAZIONE;12;0;0;0;12
2020;030;LOMBARDIA;711;2;030008;OSP. GENERALE PROVINCIALE - SARONNO     ;PIAZZALE BORELLA 1                      ;012119;SARONNO                                 ;VA;1;Ospedale a gestione diretta;ACUTI;228;0;1;8;237
2020;030;LOMBARDIA;711;2;030008;OSP. GENERALE PROVINCIALE - SARONNO     ;PIAZZALE BORELLA 1                      ;012119;SARONNO                                 ;VA;1;Ospedale a gestione diretta;RIABILITAZIONE;6;0;0;0;6
2020;030;LOMBARDIA;711;2;030009;OSPEDALE A.BELLINI - SOMMA LOMBARDO     ;VIA BELLINI 29                          ;012123;SOMMA LOMBARDO                          ;VA;1;Ospedale a gestione diretta;ACUTI;33;0;0;4;37
2020;030;LOMBARDIA;711;2;030009;OSPEDALE A.BELLINI - SOMMA LOMBARDO     ;VIA BELLINI 29                          ;012123;SOMMA LOMBARDO                          ;VA;1;Ospedale a gestione diretta;RIABILITAZIONE;48;0;2;0;50
2020;030;LOMBARDIA;712;2;030022;OSPEDALE S. ANTONIO ABATE - CANTU'      ;VIA DOMEA 4                             ;013041;CANTU'                                  ;CO;1;Ospedale a gestione diretta;ACUTI;99;0;3;19;121
2020;030;LOMBARDIA;712;2;030022;OSPEDALE S. ANTONIO ABATE - CANTU'      ;VIA DOMEA 4                             ;013041;CANTU'                                  ;CO;1;Ospedale a gestione diretta;RIABILITAZIONE;15;0;0;0;15
2020;030;LOMBARDIA;712;2;030025;OSPEDALE F. VILLA - MARIANO COMENSE     ;VIA ISONZO 42/B                         ;013143;MARIANO COMENSE                         ;CO;1;Ospedale a gestione diretta;ACUTI;0;0;1;0;1
2020;030;LOMBARDIA;712;2;030025;OSPEDALE F. VILLA - MARIANO COMENSE     ;VIA ISONZO 42/B                         ;013143;MARIANO COMENSE                         ;CO;1;Ospedale a gestione diretta;LUNGODEGENZA;1;0;0;0;1
2020;030;LOMBARDIA;712;2;030025;OSPEDALE F. VILLA - MARIANO COMENSE     ;VIA ISONZO 42/B                         ;013143;MARIANO COMENSE                         ;CO;1;Ospedale a gestione diretta;RIABILITAZIONE;26;0;0;0;26
2020;030;LOMBARDIA;712;2;030026;OSPEDALE ERBA-  RENALDI - MENAGGIO      ;VIA CASARTELLI, 7                       ;013145;MENAGGIO                                ;CO;1;Ospedale a gestione diretta;ACUTI;55;0;2;3;60
2020;030;LOMBARDIA;712;2;030026;OSPEDALE ERBA-  RENALDI - MENAGGIO      ;VIA CASARTELLI, 7                       ;013145;MENAGGIO                                ;CO;1;Ospedale a gestione diretta;LUNGODEGENZA;8;0;0;0;8
2020;030;LOMBARDIA;712;2;030026;OSPEDALE ERBA-  RENALDI - MENAGGIO      ;VIA CASARTELLI, 7                       ;013145;MENAGGIO                                ;CO;1;Ospedale a gestione diretta;RIABILITAZIONE;8;0;0;0;8
2020;030;LOMBARDIA;712;2;030902;OSPEDALE S. ANNA - COMO                 ;VIA RAVONA 20                           ;013206;SAN FERMO DELLA BATTAGLIA               ;CO;1;Ospedale a gestione diretta;ACUTI;479;0;18;11;508
2020;030;LOMBARDIA;712;2;030902;OSPEDALE S. ANNA - COMO                 ;VIA RAVONA 20                           ;013206;SAN FERMO DELLA BATTAGLIA               ;CO;1;Ospedale a gestione diretta;RIABILITAZIONE;38;0;0;0;38
2020;030;LOMBARDIA;713;2;030042;OSPEDALE SONDRIO                        ;VIA STELVIO 25                          ;014061;SONDRIO                                 ;SO;1;Ospedale a gestione diretta;ACUTI;223;0;5;11;239
2020;030;LOMBARDIA;713;2;030042;OSPEDALE SONDRIO                        ;VIA STELVIO 25                          ;014061;SONDRIO                                 ;SO;1;Ospedale a gestione diretta;LUNGODEGENZA;2;0;0;0;2
2020;030;LOMBARDIA;713;2;030042;OSPEDALE SONDRIO                        ;VIA STELVIO 25                          ;014061;SONDRIO                                 ;SO;1;Ospedale a gestione diretta;RIABILITAZIONE;8;0;0;0;8
2020;030;LOMBARDIA;713;2;030044;OSPEDALE DI CHIAVENNA                   ;VIA CERERIA 4                           ;014018;CHIAVENNA                               ;SO;1;Ospedale a gestione diretta;ACUTI;26;0;1;4;31
2020;030;LOMBARDIA;713;2;030044;OSPEDALE DI CHIAVENNA                   ;VIA CERERIA 4                           ;014018;CHIAVENNA                               ;SO;1;Ospedale a gestione diretta;LUNGODEGENZA;7;0;0;0;7
2020;030;LOMBARDIA;713;2;030045;OSPEDALE  MORBEGNO                      ;VIA MORELLI N.1                         ;014045;MORBEGNO                                ;SO;1;Ospedale a gestione diretta;ACUTI;0;0;1;0;1
2020;030;LOMBARDIA;713;2;030045;OSPEDALE  MORBEGNO                      ;VIA MORELLI N.1                         ;014045;MORBEGNO                                ;SO;1;Ospedale a gestione diretta;LUNGODEGENZA;6;0;0;0;6
2020;030;LOMBARDIA;713;2;030904;OSPEDALE MORELLI - SONDALO              ;VIA ZUBIANI 33                          ;014060;SONDALO                                 ;SO;1;Ospedale a gestione diretta;ACUTI;180;0;4;7;191
2020;030;LOMBARDIA;713;2;030904;OSPEDALE MORELLI - SONDALO              ;VIA ZUBIANI 33                          ;014060;SONDALO                                 ;SO;1;Ospedale a gestione diretta;RIABILITAZIONE;74;0;0;0;74
2020;030;LOMBARDIA;714;2;030274;OSPEDALE VALCAMONICA - ESINE            ;VIA MANZONI  142                        ;017070;ESINE                                   ;BS;1;Ospedale a gestione diretta;ACUTI;257;0;5;11;273
2020;030;LOMBARDIA;714;2;030274;OSPEDALE VALCAMONICA - ESINE            ;VIA MANZONI  142                        ;017070;ESINE                                   ;BS;1;Ospedale a gestione diretta;LUNGODEGENZA;13;0;1;0;14
2020;030;LOMBARDIA;714;2;030274;OSPEDALE VALCAMONICA - ESINE            ;VIA MANZONI  142                        ;017070;ESINE                                   ;BS;1;Ospedale a gestione diretta;RIABILITAZIONE;27;0;0;0;27
2020;030;LOMBARDIA;715;2;030023;OSPEDALE  UMBERTO I -  BELLANO          ;VIA CARLO ALBERTO 25                    ;097008;BELLANO                                 ;LC;1;Ospedale a gestione diretta;RIABILITAZIONE;42;0;1;0;43
2020;030;LOMBARDIA;715;2;030024;OSPEDALE DI CIRCOLO S.L.MANDIC-MERATE   ;LARGO SAN LEOPOLDO MANDIC 1             ;097048;MERATE                                  ;LC;1;Ospedale a gestione diretta;ACUTI;195;5;10;17;227
2020;030;LOMBARDIA;715;2;030903;OSPEDALE DI CIRCOLO A. MANZONI - LECCO  ;VIA DELL'EREMO, 9/11                    ;097042;LECCO                                   ;LC;1;Ospedale a gestione diretta;ACUTI;460;0;9;18;487
2020;030;LOMBARDIA;715;2;030903;OSPEDALE DI CIRCOLO A. MANZONI - LECCO  ;VIA DELL'EREMO, 9/11                    ;097042;LECCO                                   ;LC;1;Ospedale a gestione diretta;RIABILITAZIONE;24;0;0;0;24
2020;030;LOMBARDIA;716;2;030068;PRESIDIO OSPEDALIERO DI DESIO           ;VIA MAZZINI 1                           ;108023;DESIO;MB;1;Ospedale a gestione diretta;ACUTI;281;0;10;13;304
2020;030;LOMBARDIA;716;2;030909;OSPEDALE S.GERARDO - MONZA              ;VIA PERGOLESI, 33                       ;108033;MONZA;MB;1;Ospedale a gestione diretta;ACUTI;584;0;18;36;638
2020;030;LOMBARDIA;716;2;030909;OSPEDALE S.GERARDO - MONZA              ;VIA PERGOLESI, 33                       ;108033;MONZA;MB;1;Ospedale a gestione diretta;RIABILITAZIONE;10;0;0;0;10
2020;030;LOMBARDIA;717;2;030070;PRESIDIO OSPEDALIERO DI CARATE          ;VIA MOSE' BIANCHI 9                     ;108015;CARATE BRIANZA;MB;1;Ospedale a gestione diretta;ACUTI;232;0;5;9;246
2020;030;LOMBARDIA;717;2;030078;PRESIDIO OSPEDALIERO DI VIMERCATE       ;VIA SANTI COSMA E DAMIANO, 10           ;108050;VIMERCATE;MB;1;Ospedale a gestione diretta;ACUTI;419;0;23;23;465
2020;030;LOMBARDIA;717;2;030078;PRESIDIO OSPEDALIERO DI VIMERCATE       ;VIA SANTI COSMA E DAMIANO, 10           ;108050;VIMERCATE;MB;1;Ospedale a gestione diretta;RIABILITAZIONE;14;0;0;0;14
2020;030;LOMBARDIA;717;2;030082;P.O. TRABATTONI RONZONI DI SEREGNO      ;VIA VERDI 2                             ;108039;SEREGNO;MB;1;Ospedale a gestione diretta;RIABILITAZIONE;81;0;4;0;85
2020;030;LOMBARDIA;718;2;030132;OSPEDALE CIVILE - S.GIOVANNI BIANCO     ;VIA CASTELLI 5                          ;016188;SAN GIOVANNI BIANCO                     ;BG;1;Ospedale a gestione diretta;ACUTI;93;0;2;2;97
2020;030;LOMBARDIA;718;2;030132;OSPEDALE CIVILE - S.GIOVANNI BIANCO     ;VIA CASTELLI 5                          ;016188;SAN GIOVANNI BIANCO                     ;BG;1;Ospedale a gestione diretta;RIABILITAZIONE;6;0;0;0;6
