"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","KOR","Korea","2019","2019",42739.68,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","KOR","Korea","2020","2020",43297.11,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","LUX","Luxembourg","2010","2010",239677.64,"E","Estimated value"
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","LUX","Luxembourg","2011","2011",293296.07,"E","Estimated value"
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","LUX","Luxembourg","2012","2012",302244.01,"E","Estimated value"
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","LUX","Luxembourg","2013","2013",338514.77,"E","Estimated value"
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","LUX","Luxembourg","2014","2014",388258.44,"E","Estimated value"
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","LUX","Luxembourg","2015","2015",357480.78,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","LUX","Luxembourg","2010","2010",261754.8,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","LUX","Luxembourg","2011","2011",289750.76,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","LUX","Luxembourg","2012","2012",281316.09,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","LUX","Luxembourg","2013","2013",308136.72,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","LUX","Luxembourg","2014","2014",324026.74,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","LUX","Luxembourg","2015","2015",286866.91,"E","Estimated value"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","LUX","Luxembourg","2010","2010",97919.79,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","LUX","Luxembourg","2011","2011",105803.98,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","LUX","Luxembourg","2012","2012",100808.07,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","LUX","Luxembourg","2013","2013",107340.3,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","LUX","Luxembourg","2014","2014",110218.19,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","LUX","Luxembourg","2015","2015",92144.26,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","LUX","Luxembourg","2016","2016",92176.86,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","LUX","Luxembourg","2017","2017",106010.5,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","LUX","Luxembourg","2018","2018",113934.58,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","LUX","Luxembourg","2019","2019",108787.38,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","LUX","Luxembourg","2020","2020",114392.56,"B","Break"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","LUX","Luxembourg","2021","2021",127568.84,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","LUX","Luxembourg","2022","2022",114241.55,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","MEX","Mexico","2010","2010",24468.38,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","MEX","Mexico","2011","2011",25947.87,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","MEX","Mexico","2012","2012",25552.69,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","MEX","Mexico","2013","2013",27457.52,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","MEX","Mexico","2014","2014",27379.36,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","MEX","Mexico","2015","2015",23820.63,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","MEX","Mexico","2016","2016",20926.73,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","MEX","Mexico","2017","2017",21343.99,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","MEX","Mexico","2018","2018",22157.86,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","MEX","Mexico","2019","2019",22918.2,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","MEX","Mexico","2020","2020",21341.23,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","MEX","Mexico","2021","2021",23402.36,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","MEX","Mexico","2010","2010",31394.86,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","MEX","Mexico","2011","2011",33400.12,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","MEX","Mexico","2012","2012",33279.52,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","MEX","Mexico","2013","2013",35872.31,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","MEX","Mexico","2014","2014",35957.85,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","MEX","Mexico","2015","2015",31431.52,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","MEX","Mexico","2016","2016",27774.3,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","MEX","Mexico","2017","2017",28492.9,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","MEX","Mexico","2018","2018",29052.07,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","MEX","Mexico","2019","2019",30149.02,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","MEX","Mexico","2020","2020",28102.47,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","MEX","Mexico","2021","2021",30831.69,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","MEX","Mexico","2010","2010",16500.62,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","MEX","Mexico","2011","2011",17988.15,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","MEX","Mexico","2012","2012",17839.48,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","MEX","Mexico","2013","2013",19218.83,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","MEX","Mexico","2014","2014",19254.95,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","MEX","Mexico","2015","2015",16823.48,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","MEX","Mexico","2016","2016",14858.49,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","MEX","Mexico","2017","2017",15235.13,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","MEX","Mexico","2018","2018",15591.82,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","MEX","Mexico","2019","2019",16401.33,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","MEX","Mexico","2020","2020",15343.64,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","MEX","Mexico","2021","2021",16746.95,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","NLD","Netherlands","2010","2010",117140.32,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","NLD","Netherlands","2011","2011",124930.75,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","NLD","Netherlands","2012","2012",122252.8,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","NLD","Netherlands","2013","2013",133262.06,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","NLD","Netherlands","2014","2014",128949.63,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","NLD","Netherlands","2015","2015",109342.55,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","NLD","Netherlands","2016","2016",112780.2,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","NLD","Netherlands","2017","2017",120542.56,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","NLD","Netherlands","2018","2018",131873.2,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","NLD","Netherlands","2019","2019",124915.88,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","NLD","Netherlands","2020","2020",127292.16,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","NLD","Netherlands","2021","2021",135336.58,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","NLD","Netherlands","2010","2010",195014.24,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","NLD","Netherlands","2011","2011",205941.14,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","NLD","Netherlands","2012","2012",196440.36,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","NLD","Netherlands","2013","2013",204523.57,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","NLD","Netherlands","2014","2014",194562.98,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","NLD","Netherlands","2015","2015",167114.91,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","NLD","Netherlands","2016","2016",168936.74,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","NLD","Netherlands","2017","2017",172432.18,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","NLD","Netherlands","2018","2018",183092.55,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","NLD","Netherlands","2019","2019",175207.28,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","NLD","Netherlands","2020","2020",183961.2,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","NLD","Netherlands","2021","2021",193241.38,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","NLD","Netherlands","2010","2010",63670.19,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","NLD","Netherlands","2011","2011",68623.38,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","NLD","Netherlands","2012","2012",65797.89,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","NLD","Netherlands","2013","2013",69641.21,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","NLD","Netherlands","2014","2014",69350.42,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","NLD","Netherlands","2015","2015",59119.31,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","NLD","Netherlands","2016","2016",60195.63,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","NLD","Netherlands","2017","2017",62014.94,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","NLD","Netherlands","2018","2018",65889.2,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","NLD","Netherlands","2019","2019",63111.47,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","NLD","Netherlands","2020","2020",68587.19,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","NLD","Netherlands","2021","2021",72053.15,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","NZL","New Zealand","2010","2010",123917.56,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","NZL","New Zealand","2011","2011",139598.25,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","NZL","New Zealand","2012","2012",149293.84,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","NZL","New Zealand","2013","2013",152146.78,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","NZL","New Zealand","2014","2014",155783.86,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","NZL","New Zealand","2015","2015",134493.98,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","NZL","New Zealand","2016","2016",135018.19,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","NZL","New Zealand","2017","2017",138261.26,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","NZL","New Zealand","2018","2018",145914.43,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","NZL","New Zealand","2019","2019",139558.92,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","NZL","New Zealand","2020","2020",139175.05,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","NZL","New Zealand","2021","2021",153531.62,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","NZL","New Zealand","2022","2022",143164.74,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","NZL","New Zealand","2010","2010",52156.81,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","NZL","New Zealand","2011","2011",57572.58,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","NZL","New Zealand","2012","2012",60247.07,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","NZL","New Zealand","2013","2013",61951.37,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","NZL","New Zealand","2014","2014",65028.09,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","NZL","New Zealand","2015","2015",53950.03,"B; D","Break; Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","NZL","New Zealand","2016","2016",54161.95,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","NZL","New Zealand","2017","2017",56317.71,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","NZL","New Zealand","2018","2018",56435.6,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","NZL","New Zealand","2019","2019",57460.59,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","NZL","New Zealand","2020","2020",57023.8,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","NZL","New Zealand","2021","2021",64415.05,"E; D","Estimated value; Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","NZL","New Zealand","2022","2022",67255.99,"B; D","Break; Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","NOR","Norway","2010","2010",127660.27,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","NOR","Norway","2011","2011",143025.19,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","NOR","Norway","2012","2012",140885.26,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","NOR","Norway","2013","2013",140936.17,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","NOR","Norway","2014","2014",133869.34,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","NOR","Norway","2015","2015",118152.32,"B; D","Break; Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","NOR","Norway","2016","2016",112571.43,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","NOR","Norway","2017","2017",120991.33,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","NOR","Norway","2018","2018",126544.11,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","NOR","Norway","2019","2019",119604.55,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","NOR","Norway","2020","2020",114662.19,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","NOR","Norway","2021","2021",133774.16,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","NOR","Norway","2022","2022",124790.84,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","NOR","Norway","2010","2010",74269.95,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","NOR","Norway","2011","2011",83788.21,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","NOR","Norway","2012","2012",83300.39,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","NOR","Norway","2013","2013",82791.49,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","NOR","Norway","2014","2014",82137,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","NOR","Norway","2015","2015",65045.19,"B","Break"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","NOR","Norway","2016","2016",63749.52,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","NOR","Norway","2017","2017",66647.03,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","NOR","Norway","2018","2018",70985.39,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","NOR","Norway","2019","2019",66986.48,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","NOR","Norway","2020","2020",63596.08,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","NOR","Norway","2021","2021",74092.2,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","NOR","Norway","2022","2022",69127.25,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","POL","Poland","2010","2010",28186.21,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","POL","Poland","2012","2012",26896.65,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","POL","Poland","2014","2014",29621.21,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","POL","Poland","2016","2016",26229.54,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","POL","Poland","2018","2018",32510.55,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","POL","Poland","2020","2020",36944.2,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","POL","Poland","2010","2010",20760.72,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","POL","Poland","2012","2012",20391.48,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","POL","Poland","2014","2014",21360.72,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","POL","Poland","2016","2016",16965.82,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","POL","Poland","2018","2018",22866.32,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","POL","Poland","2020","2020",23072.9,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","POL","Poland","2010","2010",14354.63,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","POL","Poland","2012","2012",13449.47,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","POL","Poland","2014","2014",14417.13,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","POL","Poland","2016","2016",13294.7,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","POL","Poland","2018","2018",19619.31,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","POL","Poland","2020","2020",21918.87,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","PRT","Portugal","2010","2010",67462.82,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","PRT","Portugal","2011","2011",62619.74,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","PRT","Portugal","2012","2012",48540.21,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","PRT","Portugal","2013","2013",59149.38,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","PRT","Portugal","2014","2014",58877.55,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","PRT","Portugal","2015","2015",47797.29,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","PRT","Portugal","2016","2016",50331.15,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","PRT","Portugal","2017","2017",52574.17,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","PRT","Portugal","2018","2018",54621.63,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","PRT","Portugal","2019","2019",45654.05,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","PRT","Portugal","2020","2020",49755.82,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","PRT","Portugal","2021","2021",49922.32,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","PRT","Portugal","2022","2022",43641.2,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","PRT","Portugal","2010","2010",62638.03,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","PRT","Portugal","2011","2011",59689.44,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","PRT","Portugal","2012","2012",46381.02,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","PRT","Portugal","2013","2013",53740.22,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","PRT","Portugal","2014","2014",54098.51,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","PRT","Portugal","2015","2015",44750.75,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","PRT","Portugal","2016","2016",46906.9,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","PRT","Portugal","2017","2017",49957.61,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","PRT","Portugal","2018","2018",51304.74,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","PRT","Portugal","2019","2019",48713.61,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","PRT","Portugal","2020","2020",48225.41,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","PRT","Portugal","2021","2021",50381.16,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","PRT","Portugal","2022","2022",45224.84,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","PRT","Portugal","2010","2010",24728.63,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","PRT","Portugal","2011","2011",25100.74,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","PRT","Portugal","2012","2012",19820.77,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","PRT","Portugal","2013","2013",24304.8,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","PRT","Portugal","2014","2014",23210.15,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","PRT","Portugal","2015","2015",19182.6,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","PRT","Portugal","2016","2016",19418.82,"D","Difference in methodology"
