Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Italy,ITA,2016,Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,1.2
Italy,ITA,2015,Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,1.4
Italy,ITA,2014,Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,1.1
Italy,ITA,2013,Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,1.2
Italy,ITA,2012,Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,1
Italy,ITA,2011,Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,1
Italy,ITA,2010,Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,0.9
Italy,ITA,2009,Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,0.6
Italy,ITA,2008,Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,0.6
Italy,ITA,2007,Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,0.5
Italy,ITA,2006,Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,0.7
Italy,ITA,2005,Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,0.7
Italy,ITA,2004,Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,0.9
Italy,ITA,2003,Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,1
Italy,ITA,2020,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,0.1
Italy,ITA,2019,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,0.1
Italy,ITA,2018,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,0.1
Italy,ITA,2017,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,0.1
Italy,ITA,2016,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,0.1
Italy,ITA,2015,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,0.1
Italy,ITA,2014,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,0.1
Italy,ITA,2013,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,0.1
Italy,ITA,2012,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,0.1
Italy,ITA,2011,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,0.1
Italy,ITA,2010,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,0.1
Italy,ITA,2009,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,0.1
Italy,ITA,2008,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,0
Italy,ITA,2007,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,0
Italy,ITA,2006,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,0
Italy,ITA,2005,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,0
Italy,ITA,2004,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,0.1
Italy,ITA,2003,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,0.1
Italy,ITA,2012,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,6918
Italy,ITA,2019,"Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population)",SH.STA.AIRP.FE.P5,11.6
Italy,ITA,2019,"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",SH.STA.AIRP.MA.P5,19.2
Italy,ITA,2019,"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)",SH.STA.AIRP.P5,15
Italy,ITA,2004,Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,99
Italy,ITA,2022,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,99.8994974874372
Italy,ITA,2021,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,99.8994974874372
Italy,ITA,2020,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,99.8994974874372
Italy,ITA,2019,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,99.8994974874372
Italy,ITA,2018,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,99.8994974874372
Italy,ITA,2017,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,99.8994974874372
Italy,ITA,2016,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,99.8994974874372
Italy,ITA,2015,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,99.8994974874372
Italy,ITA,2014,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,99.8994974874372
Italy,ITA,2013,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,99.8994974874372
Italy,ITA,2012,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,99.8994974874372
Italy,ITA,2011,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,99.8994974874372
Italy,ITA,2010,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,99.8994974874372
Italy,ITA,2009,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,99.8994974874372
Italy,ITA,2008,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,99.8994974874372
Italy,ITA,2007,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,99.8994974874372
Italy,ITA,2006,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,99.8994974874372
Italy,ITA,2005,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,99.8994974874372
Italy,ITA,2004,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,99.8994974874372
Italy,ITA,2003,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,99.8994974874372
Italy,ITA,2002,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,99.8994974874372
Italy,ITA,2001,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,99.8994974874372
Italy,ITA,2000,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,99.8994974874372
Italy,ITA,2022,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,99.8793152064451
Italy,ITA,2021,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,99.8793152064451
Italy,ITA,2020,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,99.8793152064451
Italy,ITA,2019,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,99.8793152064451
Italy,ITA,2018,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,99.8793152064451
Italy,ITA,2017,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,99.8793152064451
Italy,ITA,2016,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,99.8793152064451
Italy,ITA,2015,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,99.8793152064451
Italy,ITA,2014,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,99.8793152064451
Italy,ITA,2013,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,99.8793152064451
Italy,ITA,2012,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,99.8793152064451
Italy,ITA,2011,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,99.8793152064451
Italy,ITA,2010,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,99.8793152064451
Italy,ITA,2009,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,99.8793152064451
Italy,ITA,2008,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,99.8793152064451
Italy,ITA,2007,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,99.8793152064451
Italy,ITA,2006,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,99.8793152064451
Italy,ITA,2005,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,99.8793152064451
Italy,ITA,2004,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,99.8793152064451
Italy,ITA,2003,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,99.8793152064451
Italy,ITA,2002,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,99.8793152064451
Italy,ITA,2001,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,99.8793152064451
Italy,ITA,2000,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,99.8793152064451
Italy,ITA,2022,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,99.8850365009352
Italy,ITA,2021,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,99.8850967615747
Italy,ITA,2020,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,99.8851587287766
Italy,ITA,2019,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,99.8852240140235
Italy,ITA,2018,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,99.8852860542768
Italy,ITA,2017,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,99.8853395801511
Italy,ITA,2016,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,99.8854007385299
Italy,ITA,2015,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,99.8854580988153
Italy,ITA,2014,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,99.885520077857
Italy,ITA,2013,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,99.8855737262024
Italy,ITA,2012,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,99.885637952954
Italy,ITA,2011,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,99.8856857988446
Italy,ITA,2010,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,99.8857062365452
Italy,ITA,2009,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,99.8857326917431
Italy,ITA,2008,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,99.885752544021
Italy,ITA,2007,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,99.8857795005713
Italy,ITA,2006,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,99.8858014767204
Italy,ITA,2005,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,99.8858280494172
Italy,ITA,2004,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,99.8858521444467
Italy,ITA,2003,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,99.8858756040117
Italy,ITA,2002,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,99.8859002298084
Italy,ITA,2001,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,99.8859204444352
Italy,ITA,2000,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,99.8859262259387
Italy,ITA,2019,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99.8
Italy,ITA,2018,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99.9
Italy,ITA,2017,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99.9
Italy,ITA,2016,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99.9
Italy,ITA,2015,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99.9
Italy,ITA,2014,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99.9
Italy,ITA,2013,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99.9
Italy,ITA,2011,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99.9
Italy,ITA,2010,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99.9
Italy,ITA,2009,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99.8
Italy,ITA,2008,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99.8
Italy,ITA,2007,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99.6
Italy,ITA,2006,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99.8
Italy,ITA,2005,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99.8
Italy,ITA,2004,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99.8
Italy,ITA,2003,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99.6
Italy,ITA,2002,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99.6
Italy,ITA,2000,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99.8
Italy,ITA,2020,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,7.21055095
Italy,ITA,2019,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,7.203277979
Italy,ITA,2018,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,7.198214937
Italy,ITA,2017,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,7.196261431
Italy,ITA,2016,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,7.196877603
Italy,ITA,2015,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,7.19187199
Italy,ITA,2014,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,7.177678835
Italy,ITA,2013,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,7.147348167
Italy,ITA,2012,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,7.102505484
Italy,ITA,2011,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,7.049044156
Italy,ITA,2010,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,6.990265067
Italy,ITA,2009,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,6.93211404
Italy,ITA,2008,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,6.874181449
Italy,ITA,2007,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,6.821479332
Italy,ITA,2006,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,6.77272628
Italy,ITA,2005,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,6.730725841
Italy,ITA,2004,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,6.69064261
Italy,ITA,2003,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,6.650590892
Italy,ITA,2002,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,6.615696182
Italy,ITA,2001,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,6.58144
Italy,ITA,2000,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,6.552119881
Italy,ITA,2021,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,6.4
Italy,ITA,2011,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,5.1
Italy,ITA,2020,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,5
Italy,ITA,2019,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,5
Italy,ITA,2018,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,5
Italy,ITA,2017,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,6
Italy,ITA,2016,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,6
Italy,ITA,2015,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,7
Italy,ITA,2014,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,6
Italy,ITA,2013,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,7
Italy,ITA,2012,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,7
Italy,ITA,2011,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,7
Italy,ITA,2010,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,7
Italy,ITA,2009,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,7
Italy,ITA,2008,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,7
Italy,ITA,2007,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,7
Italy,ITA,2006,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,7
Italy,ITA,2005,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,8
Italy,ITA,2004,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,8
Italy,ITA,2003,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,9
Italy,ITA,2002,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,9
Italy,ITA,2001,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,10
Italy,ITA,2000,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,10
Italy,ITA,2015,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,3
Italy,ITA,2014,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2
Italy,ITA,2013,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2
Italy,ITA,2012,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2
Italy,ITA,2011,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2
Italy,ITA,2010,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,3
Italy,ITA,2009,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2
Italy,ITA,2008,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2
Italy,ITA,2007,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2
Italy,ITA,2005,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2
Italy,ITA,2004,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,4
Italy,ITA,2003,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,5
Italy,ITA,2002,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,3
Italy,ITA,2001,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,2
Italy,ITA,2000,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,3
Italy,ITA,1999,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,3
Italy,ITA,1998,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,3
Italy,ITA,1997,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,4
Italy,ITA,1996,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,4
Italy,ITA,1995,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,3
Italy,ITA,1994,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,4
Italy,ITA,1993,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,4
Italy,ITA,1992,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,7
Italy,ITA,1991,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,5
Italy,ITA,1990,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,9
Italy,ITA,1989,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,5
Italy,ITA,1988,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,8
Italy,ITA,1987,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,4
Italy,ITA,1986,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,5
Italy,ITA,1985,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,8
Italy,ITA,2022,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,0
Italy,ITA,2021,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,0
Italy,ITA,2020,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,0
Italy,ITA,2019,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,0
Italy,ITA,2018,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,0
Italy,ITA,2017,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,0
Italy,ITA,2016,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,0
Italy,ITA,2015,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,0
Italy,ITA,2014,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,0
Italy,ITA,2013,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,0
Italy,ITA,2012,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,0
Italy,ITA,2011,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,0
Italy,ITA,2010,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,0
Italy,ITA,2009,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,0
Italy,ITA,2008,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,0
Italy,ITA,2007,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,0
Italy,ITA,2006,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,0
Italy,ITA,2005,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,0
Italy,ITA,2004,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,0
Italy,ITA,2003,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,0
Italy,ITA,2002,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,0
Italy,ITA,2001,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,0
Italy,ITA,2000,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,0
Italy,ITA,2022,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,0
Italy,ITA,2021,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,0
Italy,ITA,2020,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,0
Italy,ITA,2019,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,0
Italy,ITA,2018,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,0
Italy,ITA,2017,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,0
Italy,ITA,2016,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,0
Italy,ITA,2015,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,0
Italy,ITA,2014,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,0
Italy,ITA,2013,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,0
Italy,ITA,2012,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,0
Italy,ITA,2011,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,0
Italy,ITA,2010,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,0
Italy,ITA,2009,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,0
Italy,ITA,2008,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,0
Italy,ITA,2007,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,0
Italy,ITA,2006,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,0
Italy,ITA,2005,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,0
Italy,ITA,2004,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,0
Italy,ITA,2003,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,0
Italy,ITA,2002,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,0
Italy,ITA,2001,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,0
Italy,ITA,2000,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,0
Italy,ITA,2022,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Italy,ITA,2021,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Italy,ITA,2020,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Italy,ITA,2019,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Italy,ITA,2018,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Italy,ITA,2017,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Italy,ITA,2016,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Italy,ITA,2015,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Italy,ITA,2014,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Italy,ITA,2013,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Italy,ITA,2012,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Italy,ITA,2011,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Italy,ITA,2010,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Italy,ITA,2009,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Italy,ITA,2008,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Italy,ITA,2007,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Italy,ITA,2006,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Italy,ITA,2005,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Italy,ITA,2004,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Italy,ITA,2003,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Italy,ITA,2002,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Italy,ITA,2001,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Italy,ITA,2000,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Italy,ITA,2019,"Mortality rate attributed to unintentional poisoning (per 100,000 population)",SH.STA.POIS.P5,0.3
